ad_track,adid,attribute_text,coid,company_href,company_name,companyind_text,companysize_text,companytype_text,degreefrom,effect,isFromXyz,isIntern,is_special_job,iscommunicate,isdiffcity,issuedate,job_href,job_name,job_title,jobid,jobwelf,jobwelf_list,jt,providesalary_text,tags,type,updatedate,workarea,workarea_text,workyear
,,"成都-高新区,3-4年经验,本科,招1人",3569923,https://jobs.51job.com/all/co3569923.html,RENOGY如果新能源,新能源,500-1000人,民营公司,6,1,,,,,,2022-02-03 19:52:57,https://jobs.51job.com/chengdu-gxq/137336442.html?s=sou_sou_soulb&t=0_0,产品经理（跨境电商）,产品经理（跨境电商）,137336442,五险一金 交通补贴 餐饮补贴 专业培训 出国机会 绩效奖金 年终奖金 弹性工作 员工旅游 通讯补贴,,0_0,1.5-2.5万/月,,engine_jds,02-03,090220,成都-高新区,5
,,"成都,无需经验,大专,招30人",5882526,https://jobs.51job.com/all/co5882526.html,成都优益达科技有限公司,互联网/电子商务,150-500人,民营公司,5,1,,,,1,,2022-01-25 13:00:01,https://jobs.51job.com/chengdu/137643418.html?s=sou_sou_soulb&t=0_0,跨境电商英文客服,跨境电商英文客服,137643418,五险一金 餐饮补贴 住房补贴 专业培训 弹性工作,,0_0,4.5-6千/月,communicate,engine_jds,01-25,090200,成都,10
,,"成都-高新区,3-4年经验,大专,招1人",2612028,https://jobs.51job.com/all/co2612028.html,海程邦达国际物流有限公司,交通/运输/物流,1000-5000人,合资,5,1,,,,,,2022-01-20 10:05:59,https://jobs.51job.com/chengdu-gxq/136595217.html?s=sou_sou_soulb&t=0_0,跨境电商物流 客服运营经理-成都,跨境电商物流 客服运营经理-成都,136595217,周末双休 带薪年假 五险一金 节日福利 加班补贴 餐饮补贴 专业培训 年终奖金,,0_0,1.5-2万/月,,engine_jds,01-20,090220,成都-高新区,5
,,"成都-武侯区,2年经验,大专,招1人",5889884,https://jobs.51job.com/all/co5889884.html,成都南迪鞋业有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-01-18 09:25:25,https://jobs.51job.com/chengdu-whq/135462571.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,135462571,交通补贴 节日福利 全勤奖 加班补贴 弹性工作,,0_0,6-8千/月,,engine_jds,01-18,090204,成都-武侯区,4
,,"成都,2年经验,大专,招2人",6129449,https://jobs.51job.com/all/co6129449.html,成都市飞梭通信设备有限公司,通信/电信/网络设备,50-150人,民营公司,5,1,,,,,,2022-01-15 09:00:01,https://jobs.51job.com/chengdu/131967593.html?s=sou_sou_soulb&t=0_0,跨境电商专员,跨境电商专员,131967593,周末双休 节日福利 绩效奖金 通讯补贴 专业培训 五险一金,,0_0,4.5-8千/月,,engine_jds,01-15,090200,成都,4
,,"成都,1年经验,大专,招2人",2995299,https://jobs.51job.com/all/co2995299.html,四川中地国际贸易有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-01-07 16:07:36,https://jobs.51job.com/chengdu/135400478.html?s=sou_sou_soulb&t=0_0,跨境电商运营（亚马逊）,跨境电商运营（亚马逊）,135400478,带薪年假 五险一金 周末双休 节日福利 餐饮补贴 通讯补贴 绩效奖金,,0_0,0.8-1万/月,,engine_jds,01-07,090200,成都,3
,,"成都,2年经验,本科,招2人",310605,https://jobs.51job.com/all/co310605.html,明宇实业集团有限公司,多元化业务集团公司,1000-5000人,民营公司,6,1,,,,,,2022-03-06 09:02:27,https://jobs.51job.com/chengdu/137685844.html?s=sou_sou_soulb&t=0_0,电商运营经理/主管,电商运营经理/主管,137685844,五险一金 定期体检 专业培训 通讯补贴 绩效奖金 年终奖金,,0_0,0.8-1万/月,,engine_jds,03-06,090200,成都,4
,,"成都-武侯区,1年经验,本科,招1人",6082557,https://jobs.51job.com/all/co6082557.html,成都一电航空科技有限公司,电子技术/半导体/集成电路,150-500人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-whq/138601179.html?s=sou_sou_soulb&t=0_0,电商专员,电商专员,138601179,五险一金 周末双休,,0_0,6-8千/月,,engine_jds,03-06,090204,成都-武侯区,3
,,"成都-龙泉驿区,5-7年经验,本科,招2人",5506690,https://jobs.51job.com/all/co5506690.html,四川海晨美容仪器有限公司,医疗设备/器械,少于50人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-lqyq/138558689.html?s=sou_sou_soulb&t=0_0,外贸平台运营经理（法定朝九）,外贸平台运营经理（法定朝九）,138558689,带薪年假 交通补贴 绩效奖金 节日福利 餐饮补贴 五险一金 通讯补贴 出国机会 年终奖金 员工旅游,,0_0,10-15万/年,,engine_jds,03-06,090206,成都-龙泉驿区,6
,,"成都-高新区,5-7年经验,本科,招2人",4609711,https://jobs.51job.com/all/co4609711.html,成都尚慕林电子商务有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-gxq/120401963.html?s=sou_sou_soulb&t=0_0,亚马逊主管/ Amazon主管/外贸主管,亚马逊主管/ Amazon主管/外贸主管,120401963,五险一金 年终奖金 绩效奖金 股票期权,,0_0,1-2万/月,,engine_jds,03-06,090220,成都-高新区,6
,,"成都-高新区,1年经验,高中,招5人",3613958,https://jobs.51job.com/all/co3613958.html,成都宝妈乐购电子商务有限公司,互联网/电子商务,50-150人,民营公司,2,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-gxq/138519839.html?s=sou_sou_soulb&t=0_0,电话销售（无销售责任）,电话销售（无销售责任）,138519839,五险一金 弹性工作 年终奖金 带薪年假 单休,,0_0,0.6-1.2万/月,,engine_jds,03-06,090220,成都-高新区,3
,,"泸州,1年经验,本科,招若干人",6811230,https://jobs.51job.com/all/coBmZVOQVnDjEEYwJiBWA.html,四川鲲志运动装备制造有限责任公司,汽车,50-150人,民营公司,6,1,,,,,1,2022-03-06 14:08:45,https://jobs.51job.com/luzhou/136326521.html?s=sou_sou_soulb&t=0_1,俄语速卖通客服(包住),俄语速卖通客服(包住),136326521,绩效奖金 全勤奖 餐饮补贴 节日福利 专业培训 带薪年假 包住宿 五险 员工旅游,,0_1,8-10万/年,,engine_jds,03-06,090500,泸州,3
,,"成都-高新区,1年经验,本科,招1人",6352260,https://jobs.51job.com/all/co6352260.html,深圳爱特天翔科技有限公司,电子技术/半导体/集成电路,50-150人,民营公司,6,1,,,,,,2022-03-06 12:00:01,https://jobs.51job.com/chengdu-gxq/137542959.html?s=sou_sou_soulb&t=0_0,亚马逊运营专员（法语）,亚马逊运营专员（法语）,137542959,五险一金 年终奖金 奖金提成 节日津贴,,0_0,4-8千/月,,engine_jds,03-06,090220,成都-高新区,3
,,"成都-武侯区,2年经验,本科,招1人",2372318,https://jobs.51job.com/all/co2372318.html,成都正欣德信息技术有限公司,计算机软件,50-150人,民营公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-whq/136847648.html?s=sou_sou_soulb&t=0_0,海外社交平台运营,海外社交平台运营,136847648,做五休二 周末双休 带薪年假 补充医疗保险 员工旅游 定期体检 年终奖金 绩效奖金 弹性工作,,0_0,6-8千/月,,engine_jds,03-06,090204,成都-武侯区,4
,,"成都-高新区,1年经验,大专,招2人",6244212,https://jobs.51job.com/all/co6244212.html,成都欧斯利科技有限公司,互联网/电子商务,50-150人,民营公司,5,1,,,,,,2022-03-05 14:00:01,https://jobs.51job.com/chengdu-gxq/129786101.html?s=sou_sou_soulb&t=0_0,shopify独立站运营,shopify独立站运营,129786101,周末双休 弹性工作 带薪年假 节日福利 五险,,0_0,0.6-1万/月,,engine_jds,03-05,090220,成都-高新区,3
,,"成都-武侯区,2年经验,本科,招若干人",6958982,https://jobs.51job.com/all/coBWVcMVYwVmADbwRvVjE.html,四川省焱森炉业有限公司,机械/设备/重工,少于50人,民营公司,6,1,,,,,,2022-03-05 04:02:11,https://jobs.51job.com/chengdu-whq/138342911.html?s=sou_sou_soulb&t=0_0,阿里巴巴国际站运营,阿里巴巴国际站运营,138342911,,,0_0,6-8千/月,,engine_jds,03-05,090204,成都-武侯区,4
,,"成都-武侯区,1年经验,本科,招若干人",3371022,https://jobs.51job.com/all/co3371022.html,麦粒创造科技（深圳）有限公司,互联网/电子商务,150-500人,民营公司,6,1,,,,,,2022-03-04 19:00:01,https://jobs.51job.com/chengdu-whq/138442551.html?s=sou_sou_soulb&t=0_0,账号管理（亚马逊）,账号管理（亚马逊）,138442551,做五休二 周末双休 带薪年假 五险一金 全勤奖 节日福利 绩效奖金 年底双薪 年终奖金 员工体检,,0_0,5-8千/月,,engine_jds,03-04,090204,成都-武侯区,3
,,"成都-高新区,1年经验,大专,招若干人",5085517,https://jobs.51job.com/all/co5085517.html,成都初五科技有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-03-04 16:27:40,https://jobs.51job.com/chengdu-gxq/130096060.html?s=sou_sou_soulb&t=0_0,亚马逊/eBay/沃尔玛运营,亚马逊/eBay/沃尔玛运营,130096060,餐饮补贴 带薪年假 全勤奖 员工旅游 节日福利 高温补贴 做五休二 五险一金 绩效奖金 年度调薪,,0_0,4.5-6千/月,,engine_jds,03-04,090220,成都-高新区,3
,,"成都,2年经验,大专,招2人",6417682,https://jobs.51job.com/all/co6417682.html,成都佳优尚品电子商务有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-03-04 16:27:38,https://jobs.51job.com/chengdu/131520519.html?s=sou_sou_soulb&t=0_0,电商美工,电商美工,131520519,,,0_0,4-6千/月,,engine_jds,03-04,090200,成都,4
,,"成都-金牛区,无需经验,大专,招5人",5385685,https://jobs.51job.com/all/co5385685.html,成都瑞卡捷科技有限公司,计算机软件,少于50人,民营公司,5,1,,,,,,2022-03-04 14:49:30,https://jobs.51job.com/chengdu-jnq/128011520.html?s=sou_sou_soulb&t=0_0,eBay销售,eBay销售,128011520,年终奖金 绩效奖金 五险一金 弹性工作,,0_0,1-1.5万/月,,engine_jds,03-04,090203,成都-金牛区,10
,,"成都-金牛区,1年经验,大专,招2人",4107227,https://jobs.51job.com/all/co4107227.html,成都清雅纸业有限公司,印刷/包装/造纸,少于50人,民营公司,5,1,,,,,,2022-03-04 14:45:38,https://jobs.51job.com/chengdu-jnq/134781543.html?s=sou_sou_soulb&t=0_0,阿里国际站运营专员,阿里国际站运营专员,134781543,做五休二 餐饮补贴 五险一金,,0_0,4.5-6千/月,,engine_jds,03-04,090203,成都-金牛区,3
,,"成都-高新区,1年经验,大专,招1人",3039012,https://jobs.51job.com/all/co3039012.html,四川善诺生物医药有限公司,制药/生物工程,50-150人,民营公司,5,1,,,,,,2022-03-04 10:59:49,https://jobs.51job.com/chengdu-gxq/137189023.html?s=sou_sou_soulb&t=0_0,天猫国际运营,天猫国际运营,137189023,员工旅游 专业培训 年终奖金 定期体检 社会保险,,0_0,0.8-1万/月,,engine_jds,03-04,090220,成都-高新区,3
,,"成都-郫都区,1年经验,大专,招1人",3261528,https://jobs.51job.com/all/co3261528.html,成都亿佰特电子科技有限公司,通信/电信/网络设备,150-500人,民营公司,5,1,,,,,,2022-03-04 09:13:11,https://jobs.51job.com/chengdu-pdq/133367138.html?s=sou_sou_soulb&t=0_0,阿里巴巴国际站运营,阿里巴巴国际站运营,133367138,周末双休 带薪年假 五险一金 节日福利 定期体检 出国旅游,,0_0,5-8千/月,,engine_jds,03-04,090216,成都-郫都区,3
,,"成都-高新区,无需经验,大专,招1人",3003954,https://jobs.51job.com/all/co3003954.html,深圳市纽尔科技有限公司,互联网/电子商务,150-500人,民营公司,5,1,,,,,,2022-03-04 09:08:39,https://jobs.51job.com/chengdu-gxq/135904162.html?s=sou_sou_soulb&t=0_0,电商专员,电商专员,135904162,五险一金 绩效奖金 年终奖金 做五休二,,0_0,3-4千/月,,engine_jds,03-04,090220,成都-高新区,10
,,"成都-高新区,1年经验,大专,招若干人",6752945,https://jobs.51job.com/all/coUzMHZAVjUW0CbgZhAGA.html,四川聚力裕丰网络科技有限公司,计算机软件,,创业公司,5,1,,,,,,2022-03-04 09:04:00,https://jobs.51job.com/chengdu-gxq/135230135.html?s=sou_sou_soulb&t=0_0,亚马逊运营专员,亚马逊运营专员,135230135,五险一金 出国机会 专业培训 员工旅游 绩效奖金 年终奖金,,0_0,7-9千/月,,engine_jds,03-04,090220,成都-高新区,3
,,"成都-高新区,3-4年经验,大专,招1人",5358985,https://jobs.51job.com/all/co5358985.html,成都觅瑞科技有限公司,计算机软件,50-150人,民营公司,5,1,,,,,,2022-03-04 08:34:27,https://jobs.51job.com/chengdu-gxq/137487661.html?s=sou_sou_soulb&t=0_0,速卖通运营,速卖通运营,137487661,五险一金 弹性工作 年终奖金 餐饮补贴 试用期全额 周末双休 带薪年假,,0_0,0.8-1.3万/月,,engine_jds,03-04,090220,成都-高新区,5
,,"成都-成华区,2年经验,大专,招若干人",6481406,https://jobs.51job.com/all/coUTEAYF41Um0EZVMwXD8.html,成都卡迪魅进出口贸易有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-03-03 10:00:56,https://jobs.51job.com/chengdu-chq/130955090.html?s=sou_sou_soulb&t=0_0,急聘Facebook投放师底薪8-13K,急聘Facebook投放师底薪8-13K,130955090,带薪年假 绩效奖金 节日福利 专业培训,,0_0,0.8-1.3万/月,,engine_jds,03-03,090205,成都-成华区,4
,,"成都-金牛区,无需经验,本科,招15人",4215626,https://jobs.51job.com/all/co4215626.html,四川链家房地产经纪有限公司,房地产,10000人以上,民营公司,6,1,,,,,,2022-03-02 23:26:41,https://jobs.51job.com/chengdu-jnq/134618585.html?s=sou_sou_soulb&t=0_0,平台销售运营/专业培训/高学历团队xq,平台销售运营/专业培训/高学历团队xq,134618585,五险一金 节日福利 带薪年假 弹性工作 专业培训 绩效奖金 就近分配 交通补贴,,0_0,0.8-1万/月,,engine_jds,03-02,090203,成都-金牛区,10
,,"成都-高新区,5-7年经验,本科,招2人",3992161,https://jobs.51job.com/all/co3992161.html,成都信通信息技术有限公司,计算机软件,50-150人,国企,6,1,,,,,,2022-03-02 14:18:37,https://jobs.51job.com/chengdu-gxq/137928988.html?s=sou_sou_soulb&t=0_0,高级运营经理,高级运营经理,137928988,五险一金 补充医疗保险 补充公积金 通讯补贴 专业培训 绩效奖金 定期体检,,0_0,10-15万/年,,engine_jds,03-02,090220,成都-高新区,6
,,"成都-武侯区,2年经验,本科,招1人",6709889,https://jobs.51job.com/all/coUjIGZVc0ADdRPFE6Vjo.html,成都缘妮梦鞋业有限责任公司,贸易/进出口,150-500人,民营公司,6,1,,,,,,2022-02-28 15:00:01,https://jobs.51job.com/chengdu-whq/138345966.html?s=sou_sou_soulb&t=0_0,Tiktok直播运营主管,Tiktok直播运营主管,138345966,,,0_0,1-1.5万/月,,engine_jds,02-28,090204,成都-武侯区,4
,,"深圳,2年经验,本科,招1人",3558858,https://jobs.51job.com/all/co3558858.html,成都极米科技股份有限公司,计算机硬件,1000-5000人,民营公司,6,1,,,,,1,2022-02-28 08:26:00,https://jobs.51job.com/shenzhen-nsq/137505671.html?s=sou_sou_soulb&t=0_1,电商运营专员（支付方向） (MJ001327),电商运营专员（支付方向） (MJ001327),137505671,五险一金 补充医疗保险 员工旅游 餐饮补贴 专业培训 年终奖金 弹性工作 定期体检,,0_1,1.5-2万/月,,engine_jds,02-28,040300,深圳,4
,,"成都-武侯区,无需经验,大专,招若干人",3846654,https://jobs.51job.com/all/co3846654.html,京东商城,互联网/电子商务,10000人以上,外资（欧美）,5,1,,,,,,2022-02-25 16:36:55,https://jobs.51job.com/chengdu-whq/131247795.html?s=sou_sou_soulb&t=0_0,京东正编英语客服（六险一金）,京东正编英语客服（六险一金）,131247795,餐饮补贴 节日福利 免费班车 五险一金 绩效奖金 加班补贴 住房补贴 带薪年假 全勤奖,,0_0,4.5-6千/月,,engine_jds,02-25,090204,成都-武侯区,10
,,"成都-青羊区,3-4年经验,招5人",5235138,https://jobs.51job.com/all/co5235138.html,四川省大秦国凤酒业有限公司,快速消费品(食品、饮料、化妆品),50-150人,民营公司,,1,,,,,,2022-02-23 09:07:04,https://jobs.51job.com/chengdu-qyq/120178921.html?s=sou_sou_soulb&t=0_0,电商运营经理,电商运营经理,120178921,弹性工作 带薪年假 绩效奖金 全勤奖 节日福利 专业培训 加班补贴,,0_0,1-1.5万/月,,engine_jds,02-23,090201,成都-青羊区,5
,,"成都-高新区,3-4年经验,本科,招1人",3685535,https://jobs.51job.com/all/co3685535.html,重庆渝欧跨境电子商务股份有限公司,批发/零售,150-500人,合资,6,1,,,,,,2022-02-19 04:02:18,https://jobs.51job.com/chengdu-gxq/138027078.html?s=sou_sou_soulb&t=0_0,电商产品经理（成都）,电商产品经理（成都）,138027078,周末双休 节日福利 五险一金 带薪年假,,0_0,1-1.7万/月,,engine_jds,02-19,090220,成都-高新区,5
,,"成都-武侯区,1年经验,大专,招1人",5365470,https://jobs.51job.com/all/co5365470.html,绽妍生物科技有限公司,快速消费品(食品、饮料、化妆品),500-1000人,民营公司,5,1,,,,,,2022-02-16 11:15:07,https://jobs.51job.com/chengdu-whq/135264997.html?s=sou_sou_soulb&t=0_0,海外电商运营,海外电商运营,135264997,五险一金 全勤奖 节日福利 周末双休 绩效奖金 节假日休息,,0_0,6-9千/月,,engine_jds,02-16,090204,成都-武侯区,3
,,"成都,3-4年经验,大专,招1人",1018043,https://jobs.51job.com/all/co1018043.html,四川安德鲁森食品有限公司,快速消费品(食品、饮料、化妆品),1000-5000人,外资（非欧美）,5,1,,,,,,2022-02-16 09:47:58,https://jobs.51job.com/chengdu/128313239.html?s=sou_sou_soulb&t=0_0,线上商城运营经理,线上商城运营经理,128313239,节日福利 弹性工作 带薪年假 五险一金 绩效奖金 全勤奖 专业培训 加班补贴,,0_0,1-1.5万/月,,engine_jds,02-16,090200,成都,5
,,"成都-高新区,3-4年经验,本科,招1人",6666906,https://jobs.51job.com/all/coVDRUNlA1ATkFaQdkAWI.html,成都泛兮科技有限责任公司,互联网/电子商务,少于50人,民营公司,6,1,,,,,,2022-02-14 14:11:34,https://jobs.51job.com/chengdu-gxq/136123658.html?s=sou_sou_soulb&t=0_0,产品经理,产品经理,136123658,试用期不打折 五险一金 餐饮补贴 年终奖金 节日福利 弹性工作,,0_0,1.3-2万/月,,engine_jds,02-14,090220,成都-高新区,5
,,"重庆,2年经验,大专,招5人",6491383,https://jobs.51job.com/all/coVTVQMF40BzhWMAFqAWc.html,重庆博士泰康生物科技发展有限公司,医疗设备/器械,150-500人,民营公司,5,1,,,,,1,2022-02-14 09:47:55,https://jobs.51job.com/chongqing-naq/134949107.html?s=sou_sou_soulb&t=0_1,阿里巴巴外贸运营专员,阿里巴巴外贸运营专员,134949107,五险一金 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检,,0_1,0.5-1万/月,,engine_jds,02-14,061500,重庆,4
,,"成都-锦江区,2年经验,大专,招1人",4057599,https://jobs.51job.com/all/co4057599.html,成都魔力百聚科技有限公司,互联网/电子商务,50-150人,创业公司,5,1,,,,,,2022-02-11 15:00:01,https://jobs.51job.com/chengdu-jjq/135504967.html?s=sou_sou_soulb&t=0_0,日本乐天运营,日本乐天运营,135504967,,,0_0,5-8千/月,,engine_jds,02-11,090202,成都-锦江区,4
,,"重庆,3-4年经验,本科,招2人",6817130,https://jobs.51job.com/all/coAmJQPFY0DzYHY1AwUjc.html,重庆伍加柒贸易有限公司,贸易/进出口,,民营公司,6,1,,,,,1,2022-02-02 10:00:01,https://jobs.51job.com/chongqing-yzq/136203414.html?s=sou_sou_soulb&t=0_1,亚马逊运营主管,亚马逊运营主管,136203414,五险一金 补充医疗保险 员工旅游 绩效奖金 年终奖金,,0_1,1-1.5万/月,,engine_jds,02-02,060100,重庆,5
,,"成都-金牛区,2年经验,本科,招2人",3750569,https://jobs.51job.com/all/co3750569.html,成都洛源科技有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-01-28 21:00:01,https://jobs.51job.com/chengdu-jnq/137678695.html?s=sou_sou_soulb&t=0_0,阿里巴巴国际站运营,阿里巴巴国际站运营,137678695,专业培训 绩效奖金 员工旅游 国家节假日 周末双休,,0_0,0.8-1万/月,,engine_jds,01-28,090203,成都-金牛区,4
,,"成都,1年经验,本科,招2人",4856640,https://jobs.51job.com/all/co4856640.html,成都聚婴堂商务咨询有限公司,影视/媒体/艺术/文化传播,少于50人,民营公司,6,1,,,,,,2022-01-18 09:00:01,https://jobs.51job.com/chengdu/137529360.html?s=sou_sou_soulb&t=0_0,渠道主管/专员,渠道主管/专员,137529360,员工旅游 绩效奖金 年终奖金 定期体检 五险一金 出国机会 专业培训 股票期权,,0_0,0.7-1.2万/月,,engine_jds,01-18,090200,成都,3
,,"成都-郫都区,3-4年经验,本科,招1人",4951759,https://jobs.51job.com/all/co4951759.html,四川艾想科技有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-01-14 04:01:43,https://jobs.51job.com/chengdu-pdq/137055396.html?s=sou_sou_soulb&t=0_0,阿里巴巴国际站运营,阿里巴巴国际站运营,137055396,五险一金 员工旅游 专业培训 年终奖金 绩效奖金 电脑补助,,0_0,0.6-1万/月,,engine_jds,01-14,090216,成都-郫都区,5
,,"成都,无需经验,本科,招2人",6694506,https://jobs.51job.com/all/coAGBUNl81VG4DY1Y1UDM.html,上海灏昂智能科技有限公司,家居/室内设计/装潢,少于50人,民营公司,6,1,,,,,,2022-01-12 17:36:56,https://jobs.51job.com/chengdu/136749702.html?s=sou_sou_soulb&t=0_0,电商服务专员,电商服务专员,136749702,五险一金 专业培训 弹性工作,,0_0,1.5-2万/月,,engine_jds,01-12,090200,成都,10
,,"成都-金牛区,3-4年经验,大专,招3人",4172739,https://jobs.51job.com/all/co4172739.html,成都华氏宝贝贸易有限公司,贸易/进出口,50-150人,民营公司,5,1,,,,,,2022-01-11 10:57:05,https://jobs.51job.com/chengdu-jnq/128652198.html?s=sou_sou_soulb&t=0_0,电商运营,电商运营,128652198,员工旅游 年终奖金 餐饮补贴 节日福利 社保 专业培训 定期体检,,0_0,0.6-1.2万/月,,engine_jds,01-11,090203,成都-金牛区,5
,,"成都-高新区,1年经验,大专,招4人",4779648,https://jobs.51job.com/all/co4779648.html,成都莫雷罗网络技术有限责任公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-01-11 04:01:32,https://jobs.51job.com/chengdu-gxq/122662646.html?s=sou_sou_soulb&t=0_0,电商网店客服（无销售任务）,电商网店客服（无销售任务）,122662646,社保 绩效奖金 加班车补 年终奖金 带薪年假 节日福利 生日福利 专业培训 全勤奖 客服奖金,,0_0,4-5千/月,,engine_jds,01-11,090220,成都-高新区,3
,,"成都-高新区,5-7年经验,本科,招1人",4781898,https://jobs.51job.com/all/co4781898.html,海程邦达-华东区,交通/运输/物流,1000-5000人,上市公司,6,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-gxq/138586773.html?s=sou_sou_soulb&t=0_0,跨境电商HRBP（成都）,跨境电商HRBP（成都）,138586773,,,0_0,1.8-2.5万/月,,engine_jds,03-06,090220,成都-高新区,6
,,"成都-双流区,1年经验,大专,招8人",3547158,https://jobs.51job.com/all/co3547158.html,中外运跨境电商物流有限公司,交通/运输/物流,1000-5000人,上市公司,5,1,,,,,,2022-03-06 10:08:40,https://jobs.51job.com/chengdu-slq/132342536.html?s=sou_sou_soulb&t=0_0,现场操作（国际）/叉车,现场操作（国际）/叉车,132342536,带薪年假 节日福利 高温补贴 周末双休 餐饮补贴 七险二金 补充医疗保险 定期体检 取暖费,,0_0,5-7千/月,,engine_jds,03-06,090215,成都-双流区,3
,,"上海,3-4年经验,高中,招若干人",2825216,https://jobs.51job.com/all/co2825216.html,乐他适（上海）贸易有限公司,快速消费品(食品、饮料、化妆品),少于50人,创业公司,2,1,,,,,1,2022-03-06 04:01:59,https://jobs.51job.com/shanghai-bsq/138593249.html?s=sou_sou_soulb&t=0_1,招商专员,招商专员,138593249,节日福利,,0_1,1.5-2万/月,,engine_jds,03-06,021200,上海,5
,,"成都-武侯区,2年经验,大专,招1人",6408745,https://jobs.51job.com/all/co6408745.html,北京金鼎正邦商贸有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,1,,2022-03-06 04:00:00,https://jobs.51job.com/chengdu-whq/137465545.html?s=sou_sou_soulb&t=0_0,采购主管,采购主管,137465545,五险一金 餐饮补贴 年终奖金 周末双休 带薪年假 全勤奖,,0_0,0.6-1.2万/月,communicate,engine_jds,03-06,090204,成都-武侯区,4
,,"成都-高新区,2年经验,大专,招若干人",6815459,https://jobs.51job.com/all/coBGRTPwNhADtRMAVjXTE.html,成都迈锐捷激光技术有限公司,计算机软件,少于50人,民营公司,5,1,,,,,,2022-03-06 13:00:01,https://jobs.51job.com/chengdu-gxq/138494705.html?s=sou_sou_soulb&t=0_0,外贸业务/外贸销售,外贸业务/外贸销售,138494705,绩效奖金 交通补贴 周末双休 节日福利 餐补 地铁沿线 带薪年假 社保六险,,0_0,4.5-9千/月,,engine_jds,03-06,090220,成都-高新区,4
