ad_track,adid,attribute_text,coid,company_href,company_name,companyind_text,companysize_text,companytype_text,degreefrom,effect,isFromXyz,isIntern,is_special_job,iscommunicate,isdiffcity,issuedate,job_href,job_name,job_title,jobid,jobwelf,jobwelf_list,jt,providesalary_text,tags,type,updatedate,workarea,workarea_text,workyear
,,"成都-金牛区,1年经验,大专,招15人",4070495,https://jobs.51job.com/all/co4070495.html,四川省川美机械进出口有限责任公司,贸易/进出口,少于50人,国企,5,1,,,,,,2022-03-06 11:54:31,https://jobs.51job.com/chengdu-jnq/138512150.html?s=sou_sou_soulb&t=0_0,外贸业务员,外贸业务员,138512150,五险一金 补充医疗保险 补充公积金 员工旅游 餐饮补贴 绩效奖金 年终奖金,,0_0,4.5-6千/月,,engine_jds,03-06,090203,成都-金牛区,3
,,"聊城,1年经验,大专,招10人",6904360,https://jobs.51job.com/all/coCGhUOVMwBT8AZgxpAmc.html,临清市帝悦精密轴承有限公司,机械/设备/重工,50-150人,民营公司,5,1,,,,,1,2022-03-06 09:55:08,https://jobs.51job.com/liaocheng/138246375.html?s=sou_sou_soulb&t=0_1,外贸业务员,外贸业务员,138246375,交通补贴 绩效奖金 年终奖金 通讯补贴 专业培训 弹性工作,,0_1,6-8千/月,,engine_jds,03-06,121700,聊城,3
,,"成都,2年经验,大专,招若干人",1991749,https://jobs.51job.com/all/co1991749.html,阿里巴巴集团,互联网/电子商务,10000人以上,上市公司,5,1,,,,,,2022-03-06 07:02:32,https://jobs.51job.com/chengdu/138173412.html?s=sou_sou_soulb&t=0_0,菜鸟网络-关务主管-成都跨境,菜鸟网络-关务主管-成都跨境,138173412,,,0_0,,,engine_jds,03-06,090200,成都,4
,,"成都-青羊区,3-4年经验,大专,招3人",5573938,https://jobs.51job.com/all/co5573938.html,新路国际环境工程有限公司,环保,50-150人,民营公司,5,1,,,,,,2022-03-05 17:00:15,https://jobs.51job.com/chengdu-qyq/136675713.html?s=sou_sou_soulb&t=0_0,外贸主管,外贸主管,136675713,周末双休 弹性工作 带薪年假 五险一金 绩效奖金 节日福利 全勤奖 专业培训,,0_0,6-8千/月,,engine_jds,03-05,090201,成都-青羊区,5
,,"成都-成华区,1年经验,中技/中专,招2人",240824,https://jobs.51job.com/all/co240824.html,四川一汽贸易有限责任公司,汽车,150-500人,民营公司,4,1,,,,,,2022-03-05 10:48:49,https://jobs.51job.com/chengdu-chq/130081179.html?s=sou_sou_soulb&t=0_0,汽车销售助理,汽车销售助理,130081179,社保、午餐 五险一金 带薪年假 节日福利 专业培训 餐饮补贴 绩效奖金 弹性工作 包吃 高温补贴,,0_0,4.5-6千/月,,engine_jds,03-05,090205,成都-成华区,3
,,"成都-崇州市,无需经验,招若干人",6416797,https://jobs.51job.com/all/co6416797.html,成都云企聘企业管理有限公司,专业服务(咨询、人力资源、财会),,民营公司,,1,,,,,,2022-03-05 10:31:54,https://jobs.51job.com/chengdu-czs/130253245.html?s=sou_sou_soulb&t=0_0,急聘文员3-5名,急聘文员3-5名,130253245,五险一金 年终奖金 绩效奖金 全勤奖 包住宿 加班补贴 包吃 节日福利 带薪年假,,0_0,3.5-5千/月,,engine_jds,03-05,090213,成都-崇州市,10
,,"成都-武侯区,3-4年经验,大专,招2人",3119703,https://jobs.51job.com/all/co3119703.html,深圳市福克斯德信息咨询有限公司,互联网/电子商务,150-500人,民营公司,5,1,,,,,,2022-03-05 04:02:11,https://jobs.51job.com/chengdu-whq/131152136.html?s=sou_sou_soulb&t=0_0,Google优化师,Google优化师,131152136,带薪年假 专业培训 节日福利 全勤奖 绩效奖金 部门活动 周末双休,,0_0,0.6-1万/月,,engine_jds,03-05,090204,成都-武侯区,5
,,"成都-高新区,5-7年经验,本科,招1人",4413609,https://jobs.51job.com/all/co4413609.html,成都优自西方国际贸易有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,1,,2022-03-04 16:19:33,https://jobs.51job.com/chengdu-gxq/135976163.html?s=sou_sou_soulb&t=0_0,商务经理,商务经理,135976163,喝各种葡萄酒 餐饮补贴 节日福利 带薪年假 五险一金 年终奖金,,0_0,1.5-2万/月,communicate,engine_jds,03-04,090220,成都-高新区,6
,,"成都-双流区,1年经验,本科,招1人",2203405,https://jobs.51job.com/all/co2203405.html,成都易速物流有限公司,交通/运输/物流,50-150人,民营公司,6,1,,,,,,2022-03-04 13:51:43,https://jobs.51job.com/chengdu-slq/128365318.html?s=sou_sou_soulb&t=0_0,产品/品牌专员,产品/品牌专员,128365318,包住宿 餐饮补贴 专业培训 节日福利 大小休 社保6险 生日津贴 绩效奖金,,0_0,6-8千/月,,engine_jds,03-04,090215,成都-双流区,3
,,"成都-双流区,5-7年经验,本科,招1人",6583973,https://jobs.51job.com/all/coB2cFZAdsAz4DbwJmVDI.html,上海瑞链物流服务有限公司,交通/运输/物流,50-150人,外资（欧美）,6,1,,,,,,2022-03-04 11:10:54,https://jobs.51job.com/chengdu-slq/135954045.html?s=sou_sou_soulb&t=0_0,Sales Manager,Sales Manager,135954045,五险一金 做五休二 带薪年假 节日福利 专业培训,,0_0,1-2万/月,,engine_jds,03-04,090215,成都-双流区,6
,,"武汉,2年经验,大专,招若干人",6475104,https://jobs.51job.com/all/coBWVVNVM3AzgCZgRnUDE.html,广州欢聚时代信息科技有限公司,计算机软件,5000-10000人,民营公司,5,1,,,,,1,2022-03-04 10:26:48,https://jobs.51job.com/wuhan/134099678.html?s=sou_sou_soulb&t=0_1,跨境区域销售经理,跨境区域销售经理,134099678,,,0_1,1.5-2万/月,,engine_jds,03-04,180200,武汉,4
,,"成都-天府新区,3-4年经验,大专,招1人",6654807,https://jobs.51job.com/all/coBGQCYF44AzlVOAZlAGI.html,四川环球名品商业管理有限公司,房地产,150-500人,上市公司,5,1,,,,,,2022-03-04 09:43:28,https://jobs.51job.com/chengdu-tfxq/137791665.html?s=sou_sou_soulb&t=0_0,销售会计,销售会计,137791665,五险一金 免费班车 年终奖金 定期体检 下午茶,,0_0,6-8千/月,,engine_jds,03-04,090222,成都-天府新区,5
,,"成都-高新区,2年经验,本科,招1人",4722931,https://jobs.51job.com/all/co4722931.html,海南太美航空股份有限公司,航天/航空,50-150人,民营公司,6,1,,,,,,2022-03-04 09:22:17,https://jobs.51job.com/chengdu-gxq/138065283.html?s=sou_sou_soulb&t=0_0,主办会计,主办会计,138065283,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 绩效奖金 定期体检 周末双休,,0_0,5.5-7千/月,,engine_jds,03-04,090220,成都-高新区,4
,,"成都-高新区,1年经验,大专,招1人",6609312,https://jobs.51job.com/all/coUzNXNQRnDjkFYwdlUzQ.html,成都美美臣科技有限公司,计算机软件,,民营公司,5,1,,,,,,2022-03-03 11:41:03,https://jobs.51job.com/chengdu-gxq/133176624.html?s=sou_sou_soulb&t=0_0,客服支持（德语）,客服支持（德语）,133176624,弹性工作 带薪年假 五险一金 绩效奖金,,0_0,4.5-5.5千/月,,engine_jds,03-03,090220,成都-高新区,3
,,"成都-郫都区,2年经验,本科,招1人",2061735,https://jobs.51job.com/all/co2061735.html,四川金星清洁能源装备股份有限公司,机械/设备/重工,500-1000人,合资,6,1,,,,,,2022-03-03 11:05:33,https://jobs.51job.com/chengdu-pdq/123447801.html?s=sou_sou_soulb&t=0_0,外贸业务员,外贸业务员,123447801,周末双休 五险一金 免费班车 提供住宿,,0_0,0.5-1万/月,,engine_jds,03-03,090216,成都-郫都区,4
,,"重庆,3-4年经验,高中,招5人",2970927,https://jobs.51job.com/all/co2970927.html,广东薛航集团有限公司,多元化业务集团公司,500-1000人,民营公司,2,1,,,,,1,2022-03-02 09:12:57,https://jobs.51job.com/chongqing-jbq/129466312.html?s=sou_sou_soulb&t=0_1,国际航空货运销售（重庆）,国际航空货运销售（重庆）,129466312,节日福利 五险一金 餐饮补贴 年终奖金 绩效奖金 专业培训 弹性工作 出国机会 员工旅游,,0_1,0.4-1.2万/月,,engine_jds,03-02,060300,重庆,5
,,"成都-温江区,1年经验,大专,招1人",6565896,https://jobs.51job.com/all/coBWVdPFUwAzhVOANpBmU.html,成都登峰宇包材科技有限公司,印刷/包装/造纸,50-150人,民营公司,5,1,,,,,,2022-03-01 14:23:40,https://jobs.51job.com/chengdu-wjq/135140151.html?s=sou_sou_soulb&t=0_0,外贸运营专员,外贸运营专员,135140151,五险一金 交通补贴 餐饮补贴 弹性工作 定期体检,,0_0,5-6千/月,,engine_jds,03-01,090209,成都-温江区,3
,,"成都-武侯区,2年经验,大专,招2人",5753671,https://jobs.51job.com/all/co5753671.html,佳士健康产业集团有限公司,医疗/护理/卫生,500-1000人,民营公司,5,1,,,,,,2022-02-28 09:01:12,https://jobs.51job.com/chengdu-whq/136290667.html?s=sou_sou_soulb&t=0_0,外贸业务员（出口）,外贸业务员（出口）,136290667,周末双休 带薪年假 五险一金 绩效奖金 节日福利 专业培训 交通补贴 餐饮补贴 年终奖金,,0_0,0.5-1万/月,,engine_jds,02-28,090204,成都-武侯区,4
,,"成都-成华区,5-7年经验,大专,招1人",3720324,https://jobs.51job.com/all/co3720324.html,成都澳康川优国际贸易有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-02-13 14:00:01,https://jobs.51job.com/chengdu-chq/137837511.html?s=sou_sou_soulb&t=0_0,连锁店铺招商经理,连锁店铺招商经理,137837511,社保 单双休 提成 奖金 门店分红,,0_0,5-8千/月,,engine_jds,02-13,090205,成都-成华区,6
,,"成都-金牛区,2年经验,大专,招8人",6878880,https://jobs.51job.com/all/coUzMAbFA0UWcOYwdsAGU.html,鲑鱼科技（成都）有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-02-11 10:56:56,https://jobs.51job.com/chengdu-jnq/137327416.html?s=sou_sou_soulb&t=0_0,外贸业务员,外贸业务员,137327416,定期体检 交通补贴 五险 生日礼金 节日福利,,0_0,6-8千/月,,engine_jds,02-11,090203,成都-金牛区,4
,,"成都,5-7年经验,本科,招1人",6704509,https://jobs.51job.com/all/coVjZUNwRnAzkGZlQ3AW0.html,四川人瑞网络科技有限公司,计算机软件,,民营公司,6,1,,,,,,2022-02-09 11:21:35,https://jobs.51job.com/chengdu/134435719.html?s=sou_sou_soulb&t=0_0,客服团队经理（英语流利）,客服团队经理（英语流利）,134435719,,,0_0,1.5-2.5万/月,,engine_jds,02-09,090200,成都,6
,,"成都-青羊区,1年经验,本科,招4人",4524404,https://jobs.51job.com/all/co4524404.html,四川省利拓汽配有限公司,汽车,50-150人,国企,6,1,,,,,,2022-01-29 14:00:01,https://jobs.51job.com/chengdu-qyq/116129249.html?s=sou_sou_soulb&t=0_0,外贸业务员,外贸业务员,116129249,周末双休 带薪年假 五险一金 绩效奖金 全勤奖 节日福利 专业培训 餐饮补贴 每年定期体检,,0_0,6-8千/月,,engine_jds,01-29,090201,成都-青羊区,3
,,"成都-高新区,3-4年经验,大专,招5人",6501865,https://jobs.51job.com/all/coB2dRMFIxVWoOYwZjB2c.html,成都麦华崃科技有限公司,计算机软件,少于50人,民营公司,5,1,,,,,,2022-01-25 17:41:21,https://jobs.51job.com/chengdu-gxq/131312970.html?s=sou_sou_soulb&t=0_0,Web前端开发工程师,Web前端开发工程师,131312970,五险一金 员工旅游 专业培训 交通补贴 餐饮补贴 弹性工作 绩效奖金 定期体检 通讯补贴,,0_0,1.5-2万/月,,engine_jds,01-25,090220,成都-高新区,5
,,"眉山,3-4年经验,大专,招1人",6671584,https://jobs.51job.com/all/coA2NQMlM3Aj0AYAJpVTQ.html,四川澳瑞思科技有限公司,计算机服务(系统、数据服务、维修),少于50人,民营公司,5,1,,,,,1,2022-01-18 10:31:37,https://jobs.51job.com/meishan/136981419.html?s=sou_sou_soulb&t=0_1,销售部长,销售部长,136981419,五险一金 员工旅游 餐饮补贴 年终奖金 周末双休 节日福利,,0_1,1.5-2万/月,,engine_jds,01-18,091200,眉山,5
,,"成都-武侯区,2年经验,大专,招5人",6325232,https://jobs.51job.com/all/co6325232.html,成都微涩电子商务有限公司,批发/零售,50-150人,民营公司,5,1,,,,,,2022-01-13 13:32:26,https://jobs.51job.com/chengdu-whq/133062046.html?s=sou_sou_soulb&t=0_0,运营专员,运营专员,133062046,绩效奖金 年终奖金 全勤奖 节日福利 五险,,0_0,0.8-1.2万/月,,engine_jds,01-13,090204,成都-武侯区,4
,,"成都-高新区,5-7年经验,本科,招1人",3798848,https://jobs.51job.com/all/co3798848.html,成都诸葛庐科技有限公司,网络游戏,少于50人,民营公司,6,1,,,,,,2022-01-06 10:34:14,https://jobs.51job.com/chengdu-gxq/132443592.html?s=sou_sou_soulb&t=0_0,ERP开发工程师,ERP开发工程师,132443592,五险一金 团建活动 年终奖金 绩效奖金 员工旅游 下午茶 周末双休 生日福利,,0_0,1-2万/月,,engine_jds,01-06,090220,成都-高新区,6
,,"成都-郫都区,在校生/应届生,本科,招若干人",4414015,https://jobs.51job.com/all/co4414015.html,成都网感科技有限公司,仪器仪表/工业自动化,少于50人,民营公司,6,1,,,,,,2022-03-03 16:36:23,https://jobs.51job.com/chengdu-pdq/134126869.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,134126869,五险一金 定期体检 员工旅游 全勤奖 待薪休假,,0_0,6-8千/月,,engine_jds,03-03,090216,成都-郫都区,1
,,"成都-武侯区,在校生/应届生,大专,招20人",6577810,https://jobs.51job.com/all/coBmZTMlQwBTxWOwVnXDk.html,四川初卓商务服务有限公司,互联网/电子商务,150-500人,民营公司,5,1,,,,,,2022-03-06 16:54:49,https://jobs.51job.com/chengdu-whq/134332460.html?s=sou_sou_soulb&t=0_0,电商专员/无责2800/接受实习生,电商专员/无责2800/接受实习生,134332460,交通补贴 餐饮补贴 绩效奖金 高温补贴 过节费 年终奖金 专业培训 高额公积金 降温补贴 五险一金,,0_0,4-6千/月,,engine_jds,03-06,090204,成都-武侯区,1
,,"成都-武侯区,在校生/应届生,本科,招2人",4939764,https://jobs.51job.com/all/co4939764.html,成都寰宇智汇科技有限公司,互联网/电子商务,少于50人,民营公司,6,1,,,,,,2022-03-05 17:00:01,https://jobs.51job.com/chengdu-whq/131709441.html?s=sou_sou_soulb&t=0_0,eBay亚马逊产品开发专员,eBay亚马逊产品开发专员,131709441,五险一金 员工旅游 年终奖金,,0_0,0.5-1.5万/月,,engine_jds,03-05,090204,成都-武侯区,1
,,"绍兴,在校生/应届生,本科,招5人",3839754,https://jobs.51job.com/all/co3839754.html,绍兴永升化纤有限公司,互联网/电子商务,150-500人,民营公司,6,1,,1,,1,1,2022-03-05 13:21:38,https://jobs.51job.com/shaoxing-ycq/131807568.html?s=sou_sou_soulb&t=0_1,西班牙/荷兰/瑞典语亚马逊运营,西班牙/荷兰/瑞典语亚马逊运营,131807568,,,0_1,0.6-1.5万/月,"intern,communicate",engine_jds,03-05,080501,绍兴,1
,,"成都-武侯区,在校生/应届生,本科,招3人",3532756,https://jobs.51job.com/all/co3532756.html,广州金菇棒电子商务有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,,,2022-03-04 10:58:55,https://jobs.51job.com/chengdu-whq/138303024.html?s=sou_sou_soulb&t=0_0,海外推广（成都）,海外推广（成都）,138303024,绩效奖金 节日福利 加班补贴 带薪年假 发工资准时,,0_0,4-5千/月,,engine_jds,03-04,090204,成都-武侯区,1
,,"义乌,在校生/应届生,大专,招10人",5008513,https://jobs.51job.com/all/co5008513.html,义乌市玺岳电子商务有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,1,2022-03-03 14:06:24,https://jobs.51job.com/yiwu/122658285.html?s=sou_sou_soulb&t=0_1,日语营业担当（跨境电商）,日语营业担当（跨境电商）,122658285,员工旅游 年终奖金 定期体检 节日福利 包住及餐补 提成 通讯补贴 五险一金 绩效奖金,,0_1,6-8千/月,,engine_jds,03-03,081400,义乌,1
,,"成都-锦江区,在校生/应届生,大专,招2人",6670929,https://jobs.51job.com/all/coBWUGZAdjUmxRPVQ1AGw.html,四川中旭智汇科技有限公司,计算机软件,,民营公司,5,1,,,,,,2022-03-03 17:34:10,https://jobs.51job.com/chengdu-jjq/133947673.html?s=sou_sou_soulb&t=0_0,数据分析助理,数据分析助理,133947673,,,0_0,0.8-1万/月,,engine_jds,03-03,090202,成都-锦江区,1
,,"成都-锦江区,3-4年经验,本科,招若干人",2170767,https://jobs.51job.com/all/co2170767.html,四川OPPO,通信/电信/网络设备,1000-5000人,民营公司,6,1,,,,,,2022-03-03 16:04:19,https://jobs.51job.com/chengdu-jjq/138542708.html?s=sou_sou_soulb&t=0_0,跨境电商运营主管,跨境电商运营主管,138542708,专业培训 年终奖金 餐饮补贴 通讯补贴 节假日福利 带薪年假 生日福利 五险 绩效奖金,,0_0,1-1.5万/月,,engine_jds,03-03,090202,成都-锦江区,5
,,"成都,2年经验,大专,招10人",6054661,https://jobs.51job.com/all/co6054661.html,深圳市钰鸣网络科技有限公司,计算机软件,50-150人,民营公司,5,1,,,,,,2022-03-04 09:18:02,https://jobs.51job.com/chengdu/128931730.html?s=sou_sou_soulb&t=0_0,亚马逊运营-异地招聘 成都,亚马逊运营-异地招聘 成都,128931730,,,0_0,0.8-1万/月,,engine_jds,03-04,090200,成都,4
,,"成都-武侯区,2年经验,大专,招1人",6857113,https://jobs.51job.com/all/coAmJSPlE3Vm8OagBiAGY.html,成都汉姆冷烟科技有限公司,电子技术/半导体/集成电路,少于50人,民营公司,5,1,,,,,,2022-03-06 04:01:59,https://jobs.51job.com/chengdu-whq/138559893.html?s=sou_sou_soulb&t=0_0,跨境电商亚马逊运营主管,跨境电商亚马逊运营主管,138559893,五险一金 餐饮补贴 交通补贴,,0_0,0.5-1万/月,,engine_jds,03-06,090204,成都-武侯区,4
,,"成都-武侯区,1年经验,大专,招3人",6592271,https://jobs.51job.com/all/coAWEAYQVvVWlRNgVhVDA.html,成都市荣兴致远科技有限公司,金融/投资/证券,少于50人,民营公司,5,1,,,,1,,2022-03-06 14:00:01,https://jobs.51job.com/chengdu-whq/137082264.html?s=sou_sou_soulb&t=0_0,跨境电商招商顾问+提成+社保,跨境电商招商顾问+提成+社保,137082264,全勤奖 节日福利 餐饮补贴,,0_0,0.8-1万/月,communicate,engine_jds,03-06,090204,成都-武侯区,3
,,"成都-武侯区,无需经验,招20人",6592271,https://jobs.51job.com/all/coAWEAYQVvVWlRNgVhVDA.html,成都市荣兴致远科技有限公司,金融/投资/证券,少于50人,民营公司,,1,,,,,,2022-03-06 14:00:01,https://jobs.51job.com/chengdu-whq/132553896.html?s=sou_sou_soulb&t=0_0,跨境电商网销（无责底薪4k+社保）,跨境电商网销（无责底薪4k+社保）,132553896,弹性工作 带薪年假 绩效奖金 全勤奖 节日福利 专业培训 交通补贴,,0_0,0.8-1万/月,,engine_jds,03-06,090204,成都-武侯区,10
,,"成都-新都区,1年经验,大专,招若干人",2531935,https://jobs.51job.com/all/co2531935.html,北京华夏志勇科技发展有限公司,贸易/进出口,150-500人,民营公司,5,1,,,,,,2022-03-05 09:08:53,https://jobs.51job.com/chengdu-xdq/108794837.html?s=sou_sou_soulb&t=0_0,（日语）成都跨境电商运营/销售专员,（日语）成都跨境电商运营/销售专员,108794837,全勤奖 节日福利 专业培训 带薪年假 餐饮补贴,,0_0,4.5-6千/月,,engine_jds,03-05,090208,成都-新都区,3
,,"成都-新都区,1年经验,大专,招若干人",2531935,https://jobs.51job.com/all/co2531935.html,北京华夏志勇科技发展有限公司,贸易/进出口,150-500人,民营公司,5,1,,,,,,2022-03-05 09:08:51,https://jobs.51job.com/chengdu-xdq/108794755.html?s=sou_sou_soulb&t=0_0,（德语）成都跨境电商运营/销售专员,（德语）成都跨境电商运营/销售专员,108794755,全勤奖 节日福利 专业培训 带薪年假 餐饮补贴 绩效奖励,,0_0,3.5-9千/月,,engine_jds,03-05,090208,成都-新都区,3
,,"成都-新都区,1年经验,大专,招若干人",2531935,https://jobs.51job.com/all/co2531935.html,北京华夏志勇科技发展有限公司,贸易/进出口,150-500人,民营公司,5,1,,,,,,2022-03-05 09:08:47,https://jobs.51job.com/chengdu-xdq/108793788.html?s=sou_sou_soulb&t=0_0,（英语）成都跨境电商运营/销售专员,（英语）成都跨境电商运营/销售专员,108793788,全勤奖 节日福利 专业培训 带薪年假 餐饮补贴,,0_0,3-8千/月,,engine_jds,03-05,090208,成都-新都区,3
,,"成都-新都区,无需经验,大专,招2人",2531935,https://jobs.51job.com/all/co2531935.html,北京华夏志勇科技发展有限公司,贸易/进出口,150-500人,民营公司,5,1,,,,,,2022-03-05 09:08:41,https://jobs.51job.com/chengdu-xdq/137079139.html?s=sou_sou_soulb&t=0_0,跨境电商运营- ebay亚马逊速卖通,跨境电商运营- ebay亚马逊速卖通,137079139,全勤奖 节日福利 专业培训 带薪年假 五险一金 绩效奖金 年终奖金 员工旅游,,0_0,3-6千/月,,engine_jds,03-05,090208,成都-新都区,10
,,"成都-武侯区,1年经验,本科,招若干人",6400814,https://jobs.51job.com/all/co6400814.html,成都森瑙科技有限公司,贸易/进出口,50-150人,民营公司,6,1,,,,,,2022-03-05 09:01:00,https://jobs.51job.com/chengdu-whq/129868031.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,129868031,五险一金 绩效奖金 专业培训 员工旅游 年终双薪,,0_0,6.5-9千/月,,engine_jds,03-05,090204,成都-武侯区,3
,,"成都-高新区,1年经验,大专,招1人",6737507,https://jobs.51job.com/all/coVjZRMlY2Bz5SMgZlVjQ.html,成都零压之家信息技术有限公司,互联网/电子商务,少于50人,民营公司,5,1,,,,,,2022-03-04 11:16:39,https://jobs.51job.com/chengdu-gxq/135064304.html?s=sou_sou_soulb&t=0_0,跨境电商运营,跨境电商运营,135064304,五险一金 绩效奖金 节日福利 专业培训 餐饮补贴,,0_0,0.8-1万/月,,engine_jds,03-04,090220,成都-高新区,3
,,"成都-成华区,无需经验,本科,招1人",3465956,https://jobs.51job.com/all/co3465956.html,成都洛德岛科技有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,,,2022-03-04 09:14:12,https://jobs.51job.com/chengdu-chq/132397440.html?s=sou_sou_soulb&t=0_0,双休--法语运营（跨境电商/法语编辑）,双休--法语运营（跨境电商/法语编辑）,132397440,周末双休 节日福利 生日红包 年终奖金 员工旅游 专业培训 五险一金 部门活动,,0_0,5-7千/月,,engine_jds,03-04,090205,成都-成华区,10
,,"成都-成华区,3-4年经验,本科,招1人",3465956,https://jobs.51job.com/all/co3465956.html,成都洛德岛科技有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,,,2022-03-04 09:14:12,https://jobs.51job.com/chengdu-chq/114429730.html?s=sou_sou_soulb&t=0_0,双休--客服支持主管（跨境电商/英语）,双休--客服支持主管（跨境电商/英语）,114429730,五险一金 绩效奖金 年终奖金 周末双休 节日福利 生日红包 专业培训 加班补贴,,0_0,0.7-1万/月,,engine_jds,03-04,090205,成都-成华区,5
,,"成都-温江区,1年经验,大专,招2人",3209110,https://jobs.51job.com/all/co3209110.html,成都泛亚科锐硬质合金科技有限公司,贸易/进出口,少于50人,民营公司,5,1,,,,,,2022-03-02 10:05:14,https://jobs.51job.com/chengdu-wjq/132323962.html?s=sou_sou_soulb&t=0_0,SEM 跨境电商广告投放师,SEM 跨境电商广告投放师,132323962,员工旅游 专业培训 出国机会 绩效奖金 年终奖金 股票期权 全勤奖 拓展团建 六险一金 弹性工作,,0_0,6-8千/月,,engine_jds,03-02,090209,成都-温江区,3
,,"成都-温江区,2年经验,本科,招2人",3209110,https://jobs.51job.com/all/co3209110.html,成都泛亚科锐硬质合金科技有限公司,贸易/进出口,少于50人,民营公司,6,1,,,,,,2022-03-02 10:05:14,https://jobs.51job.com/chengdu-wjq/129519855.html?s=sou_sou_soulb&t=0_0,跨境电商运营推广专员,跨境电商运营推广专员,129519855,五险一金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 股票期权,,0_0,5-8千/月,,engine_jds,03-02,090209,成都-温江区,4
,,"成都-高新区,3-4年经验,本科,招1人",5649690,https://jobs.51job.com/all/co5649690.html,成都市诚涵电子商务有限公司,互联网/电子商务,50-150人,民营公司,6,1,,,,,,2022-03-01 17:35:34,https://jobs.51job.com/chengdu-gxq/136311996.html?s=sou_sou_soulb&t=0_0,产品项目经理（跨境电商）,产品项目经理（跨境电商）,136311996,五险一金 弹性工作 绩效奖金 年终奖金,,0_0,1-1.8万/月,,engine_jds,03-01,090220,成都-高新区,5
,,"成都-青羊区,1年经验,大专,招5人",5275981,https://jobs.51job.com/all/co5275981.html,成都市康特恩科技有限公司,贸易/进出口,500-1000人,民营公司,5,1,,,,,,2022-03-01 09:59:52,https://jobs.51job.com/chengdu-qyq/121800019.html?s=sou_sou_soulb&t=0_0,外贸跨境电商专员（英语/德语）,外贸跨境电商专员（英语/德语）,121800019,,,0_0,4-5千/月,,engine_jds,03-01,090201,成都-青羊区,3
,,"成都-都江堰市,无需经验,大专,招30人",6941120,https://jobs.51job.com/all/coCGgAbQJlBjlWMlEwUTQ.html,都江堰市朗鑫通讯器材经营部,通信/电信/网络设备,50-150人,民营公司,5,1,,,,,,2022-02-24 10:02:34,https://jobs.51job.com/chengdu-djys/138076232.html?s=sou_sou_soulb&t=0_0,跨境电商专员（都江堰）,跨境电商专员（都江堰）,138076232,五险 专业培训 员工旅游 年终奖金,,0_0,0.6-1.2万/月,,engine_jds,02-24,090210,成都-都江堰市,10
